Manga Title,Anime Title,Season,Genre-1,Genre-2,Genre-3,Demographic,Studio,Manga Sales Pre-Anime,Platform_ABEMA_JP,Rating_ABEMA_JP,Platform_TV_JP,Rating_TV_JP,Platform_Crunchyroll_US,Rating_Crunchyroll_US,Platform_Netflix_US,Rating_Netflix_US,Platform_Netflix_PH,Rating_Netflix_PH,Platform_Bilibili_PH,Rating_Bilibili_PH
,ASTRA LOST IN SPACE,SUMMER,Adventure,Mystery,Sci-Fi,Shounen,Lerche,,,,,,,,,,,,,
,Kannagi: Crazy Shrine Maidens,FALL,Comedy,Supernatural,Supernatural,Shounen,A-1 Pictures,,,,,,,,,,,,,
,If Her Flag Breaks,SPRING,Comedy,Romance,Harem,Seinen,Hoods Entertainment,,,,,,,,,,,,,
,Rent-a-Girlfriend,SUMMER,Comedy,Drama,Romance,Shounen,TMS Entertainment,,,,,,,,,,,,,
,Kanon,WINTER,Drama,Romance,Slice of Life,Seinen,Toei Animation,,,,,,,,,,,,,
,Kantoku Fuyuki Todoki,SPRING,Comedy,Slice of Life,,Josei,DLE,,,,,,,,,,,,,
,Teasing Master Takagi-san,WINTER,Comedy,Romance,Slice of Life,Shounen,Shin-Ei Animation,,,,,,,,,,,,,
,Karakuri Circus,FALL,Adventure,Mystery,,Shounen,Studio VOLN,,,,,,,,,,,,,
,His and Her Circumstances,FALL,Comedy,Drama,Romance,Shoujo,Gainax,,,,,,,,,,,,,
,Karin: Chibi Vampire,FALL,Comedy,Romance,Supernatural,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Girl Meets Girl,WINTER,Comedy,Drama,Romance,Seinen,Studio Hibari,,,,,,,,,,,,,
,Katanagatari,WINTER,Action,Adventure,Romance,Seinen,WHITE FOX,,,,,,,,,,,,,
,REBORN!,FALL,Action,Comedy,,Shounen,Artland,,,,,,,,,,,,,
,To the Abandoned Sacred Beasts,SUMMER,Action,Drama,Fantasy,Shounen,MAPPA,,,,,,,,,,,,,
,Shikimori's Not Just a Cutie,SPRING,Comedy,Romance,Slice of Life,Shounen,Doga Kobo,,,,,,,,,,,,,
,Run with the Wind,FALL,Drama,Sports,,Seinen,Production I.G,,,,,,,,,,,,,
,Kaze no Stigma,SPRING,Action,Drama,Fantasy,Seinen,GONZO,,,,,,,,,,,,,
,Blood Blockade Battlefront,SPRING,Action,Comedy,Supernatural,Shounen,bones,,,,,,,,,,,,,
,Kekkaishi,FALL,Action,Adventure,Comedy,Shounen,Sunrise,,,,,,,,,,,,,
,Kemono Jihen,WINTER,Action,Drama,Mystery,Shounen,Ajiado,,,,,,,,,,,,,
,She Professed Herself Pupil of the Wise Man,WINTER,Adventure,Fantasy,,Shounen,studio A-CAT,,,,,,,,,,,,,
,Wise Man’s Grandchild,SPRING,Action,Comedy,Fantasy,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Clean Freak! Aoyama kun,SUMMER,Comedy,Sports,Sports,Seinen,Studio Hibari,,,,,,,,,,,,,
,Sgt. Frog,SPRING,Comedy,Sci-Fi,,Shounen,Sunrise,,,,,,,,,,,,,
,Mobile Fighter G Gundam,SPRING,Action,Adventure,Drama,Shounen,Sunrise,,,,,,,,,,,,,
,Mobile Suit Gundam,SPRING,Drama,Mecha,Sci-Fi,Shounen,Sunrise,,,,,,,,,,,,,
,Mobile Suit Gundam 00,FALL,Action,Drama,Mecha,Seinen,Sunrise,,,,,,,,,,,,,
,Mobile Suit GUNDAM Iron Blooded Orphans,FALL,Action,Drama,Mecha,Seinen,Sunrise,,,,,,,,,,,,,
,Kill Me Baby,WINTER,Comedy,Slice of Life,School,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Demon Slayer: Kimetsu no Yaiba,SPRING,Action,Adventure,Drama,Shounen,ufotable,,,,,,,,,,,,,
,Kimi ni Todoke: From Me to You,FALL,Comedy,Drama,Romance,Shoujo,Production I.G,,,,,,,,,,,,,
,A Town Where You Live,SUMMER,Drama,Romance,Slice of Life,Shounen,GONZO,,,,,,,,,,,,,
,Our Last Crusade or the Rise of a New World Season 2,SUMMER,Action,Fantasy,Romance,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Insomniacs After School,SPRING,Romance,Slice of Life,Slice of Life,Seinen,LIDENFILMS,,,,,,,,,,,,,
,The File of Young Kindaichi Returns,SPRING,Mystery,,,Shounen,Toei Animation,,,,,,,,,,,,,
,Kingdom,SUMMER,Action,Drama,,Seinen,Studio Pierrot,,,,,,,,,,,,,
,Kinnikuman,SPRING,Adventure,Comedy,Sports,Shounen,Toei Animation,,,,,,,,,,,,,
,Kino's Journey,SPRING,Adventure,Drama,Fantasy,Seinen,A.C.G.T.,,,,,,,,,,,,,
,Zenki,WINTER,Action,Comedy,Drama,Shounen,Studio DEEN,,,,,,,,,,,,,
,Boarding School Juliet,FALL,Comedy,Romance,School,Shounen,LIDENFILMS,,,,,,,,,,,,,
,Kiteretsu Encyclopedia,SPRING,Comedy,Drama,Slice of Life,Kodomo,Studio Gallop,,,,,,,,,,,,,
,Kiznaiver,SPRING,Drama,Romance,Sci-Fi,Seinen,TRIGGER,,,,,,,,,,,,,
,Knight's & Magic,SUMMER,Action,Fantasy,Mecha,Seinen,8-bit,,,,,,,,,,,,,
,Kobato,FALL,Comedy,Drama,Fantasy,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Miss Kobayashi's Dragon Maid,WINTER,Comedy,Fantasy,Slice of Life,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Kobo-chan,FALL,Comedy,Slice of Life,,Seinen,Eiken,,,,,,,,,,,,,
,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,FALL,Comedy,Police,,Shounen,Studio Gallop,,,,,,,,,,,,,
,Koi Kaze,SPRING,Drama,Psychological,Romance,Seinen,A.C.G.T.,,,,,,,,,,,,,
,"Love, Election and Chocolate",SUMMER,Drama,Romance,School,Seinen,AIC Build,,,,,,,,,,,,,
,LOVE and LIES,SUMMER,Drama,Romance,,Shounen,LIDENFILMS,,,,,,,,,,,,,
,Koikimo,SPRING,Comedy,Romance,Slice of Life,Josei,Nomad,,,,,,,,,,,,,
,After the Rain,WINTER,Drama,Romance,Slice of Life,Seinen,WIT STUDIO,,,,,,,,,,,,,
,Love After World Domination,SPRING,Action,Comedy,Romance,Shounen,project No.9,,,,,,,,,,,,,
,Asteroid in Love,WINTER,Comedy,Slice of Life,Comedy,Seinen,Doga Kobo,,,,,,,,,,,,,
,KOKKOKU,WINTER,Action,Drama,Mystery,Seinen,Geno Studio,,,,,,,,,,,,,
,Kokoro Connect,SUMMER,Drama,Romance,Slice of Life,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Komi Can’t Communicate,FALL,Comedy,Romance,Slice of Life,Shounen,OLM,,,,,,,,,,,,,
,Komori-san Can't Decline!,FALL,Comedy,Slice of Life,School,Seinen,Artland,,,,,,,,,,,,,
,"Don’t Hurt Me, My Healer!",SPRING,Adventure,Comedy,Fantasy,Seinen,Jumondou,,,,,,,,,,,,,
,This Ugly Yet Beautiful World,SPRING,Comedy,Drama,Romance,Seinen,Gainax,,,,,,,,,,,,,
,Kono Oto Tomare!: Sounds of Life,SPRING,Drama,Music,Romance,Shounen,Platinum Vision,,,,,,,,,,,,,
,The Ice Guy and His Cool Female Colleague,WINTER,Comedy,Romance,Slice of Life,Josei,Zero-G,,,,,,,,,,,,,
,Love of Kill,WINTER,Action,Psychological,Romance,Shoujo,Platinum Vision,,,,,,,,,,,,,
,The Troubled Life of Miss Kotoura,WINTER,Comedy,Drama,Romance,Seinen,AIC,,,,,,,,,,,,,
,Gourmet Girl Graffiti,WINTER,Slice of Life,Comedy,,Seinen,Shaft,,,,,,,,,,,,,
,Ghost in the Shell: Stand Alone Complex,FALL,Action,Mystery,Psychological,Seinen,Production I.G,,,,,,,,,,,,,
,Eureka Seven,SPRING,Action,Adventure,Drama,Shounen,bones,,,,,,,,,,,,,
,Kabaneri of the Iron Fortress,SPRING,Action,Drama,Fantasy,Seinen,WIT STUDIO,,,,,,,,,,,,,
,Kubo Won't Let Me Be Invisible,WINTER,Comedy,Romance,Slice of Life,Seinen,PINE JAM,,,,,,,,,,,,,
,Children of the Whales,FALL,Adventure,Drama,Fantasy,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Kuma Kuma Kuma Bear,WINTER,Comedy,Mecha,,Shounen,EMT Squared,,,,,,,,,,,,,
,Kumamiko -Girl Meets Bear,SPRING,Comedy,Slice of Life,,Seinen,Kinema Citrus,,,,,,,,,,,,,
,The Yakuza's Guide to Babysitting,SUMMER,Comedy,Slice of Life,,Seinen,feel.,,,,,,,,,,,,,
,"So I'm a Spider, So What?",WINTER,Action,Adventure,Comedy,Seinen,Millepensee,,,,,,,,,,,,,
,In the Heart of Kunoichi Tsubaki,SPRING,Comedy,Supernatural,,Shounen,CloverWorks,,,,,,,,,,,,,
,Princess Jellyfish,FALL,Comedy,Romance,Slice of Life,Josei,Brain's Base,,,,,,,,,,,,,
,Kurenai,SPRING,Action,Comedy,Drama,Seinen,Brain's Base,,,,,,,,,,,,,
,Black Summoner,SUMMER,Action,Adventure,Fantasy,Seinen,Satelight,,,,,,,,,,,,,
,Kuroko's Basketball,SPRING,Comedy,Sports,,Shounen,Production I.G,,,,,,,,,,,,,
,Black Butler: Book of the Atlantic,WINTER,Action,Comedy,Fantasy,Shounen,A-1 Pictures,,,,,,,,,,,,,
,Kurozuka,FALL,Action,Drama,Horror,Seinen,MADHOUSE,,,,,,,,,,,,,
,Drifting Dragons,WINTER,Action,Adventure,Fantasy,Seinen,POLYGON PICTURES,,,,,,,,,,,,,
,In/Spectre,WINTER,Comedy,Mystery,Romance,Seinen,Brain's Base,,,,,,,,,,,,,
,Holmes of Kyoto,SUMMER,Mystery,Slice of Life,,Seinen,Seven,,,,,,,,,,,,,
,Beyond the Boundary,FALL,Action,Drama,Fantasy,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Rin-ne,SPRING,Comedy,Romance,Supernatural,Shounen,Brain's Base,,,,,,,,,,,,,
,Horizon in the Middle of Nowhere,FALL,Action,Comedy,Drama,Seinen,Sunrise,,,,,,,,,,,,,
,Kyouran Kazoku Nikki,SPRING,Comedy,Sci-Fi,,Seinen,Nomad,,,,,,,,,,,,,
,Shattered Angels Specials,SUMMER,Drama,Romance,Fantasy,Shounen,TNK,,,,,,,,,,,,,
,"LASTEXILE -Fam, the Silver Wing",FALL,Action,Adventure,Fantasy,Seinen,GONZO,,,,,,,,,,,,,
,Le Chevalier D'Eon,SUMMER,Mystery,Supernatural,Supernatural,Seinen,Production I.G,,,,,,,,,,,,,
,In the Land of Leadale,WINTER,Adventure,Fantasy,Slice of Life,Seinen,Maho Film,,,,,,,,,,,,,
,My Unique Skill Makes Me OP even at Level 1,SUMMER,Adventure,Fantasy,,Seinen,Maho Film,,,,,,,,,,,,,
,Level E,WINTER,Comedy,Sci-Fi,,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Little Busters!,FALL,Comedy,Drama,Slice of Life,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Record of Lodoss War: Chronicles of the Heroic Knight,SPRING,Action,Adventure,Drama,Seinen,AIC,,,,,,,,,,,,,
,Log Horizon,FALL,Action,Adventure,Fantasy,Seinen,Satelight,,,,,,,,,,,,,
,Lost Universe,SPRING,Adventure,Comedy,Drama,Seinen,E&G Films,,,,,,,,,,,,,
,Love Lab,SUMMER,Comedy,Romance,School,Seinen,Doga Kobo,,,,,,,,,,,,,
,Loveless,SPRING,Action,Drama,Fantasy,Josei,J.C.STAFF,,,,,,,,,,,,,
,Lupin the Third: The Woman Called Fujiko Mine,SPRING,Action,Adventure,Comedy,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Level 1 Demon Lord and One Room Hero,SUMMER,Action,Adventure,Comedy,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Lycoris Recoil,SUMMER,Action,Slice of Life,,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Speed Racer,SPRING,Action,Adventure,Sports,Shounen,Tatsunoko Production,,,,,,,,,,,,,
,The Demon Girl Next Door,SUMMER,Comedy,Fantasy,Magical Girl,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Made in Abyss,SUMMER,Adventure,Drama,Fantasy,Seinen,Kinema Citrus,,,,,,,,,,,,,
,Magic Knight Rayearth,FALL,Action,Adventure,Comedy,Shoujo,Tokyo Movie Shinsha,,,,,,,,,,,,,
,Magikano,WINTER,Comedy,Fantasy,Romance,Shounen,Studio AIC,,,,,,,,,,,,,
,Magical Angel Creamy Mami,SUMMER,Comedy,Fantasy,Magical Girl,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Magical Warfare,WINTER,Action,Fantasy,Magic,Seinen,MADHOUSE,,,,,,,,,,,,,
,Magical Girl Raising Project,FALL,Action,Fantasy,Horror,Seinen,Lerche,,,,,,,,,,,,,
,Magical Girl Ore,SPRING,Action,Comedy,Magical Girl,Seinen,Studio Signpost,,,,,,,,,,,,,
,MAGICAL GIRL SITE,SPRING,Action,Drama,Horror,Seinen,production doA,,,,,,,,,,,,,
,Magical Circle Guru Guru,FALL,Adventure,Comedy,Fantasy,Shounen,Nippon Animation,,,,,,,,,,,,,
,The Irregular at Magic High School,SPRING,Action,Romance,Sci-Fi,Seinen,MADHOUSE,,,,,,,,,,,,,
,Someday's Dreamers,WINTER,Drama,Slice of Life,Supernatural,Seinen,J.C.STAFF,,,,,,,,,,,,,
,The Ancient Magus' Bride,FALL,Drama,Fantasy,Romance,Shounen,WIT STUDIO,,,,,,,,,,,,,
,Witchy Precure!,WINTER,Action,Fantasy,Magical Girl,Shoujo,Toei Animation,,,,,,,,,,,,,
,The Dawn of the Witch,SPRING,Action,Adventure,Comedy,Seinen,Tezuka Productions,,,,,,,,,,,,,
,My-HiME,FALL,Action,Comedy,Drama,Seinen,Sunrise,,,,,,,,,,,,,
,Kiyo in Kyoto: From the Maiko House,WINTER,Slice of Life,Drama,,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Welcome to Demon School! Iruma-kun,FALL,Comedy,Fantasy,School,Shounen,Bandai Namco Pictures,,,,,,,,,,,,,
,Maison Ikkoku,SPRING,Comedy,Drama,Romance,Seinen,Studio DEEN,,,,,,,,,,,,,
,Majikoi: Oh! Samurai Girls,FALL,Action,Comedy,Drama,Seinen,Lerche,,,,,,,,,,,,,
,Neuro: Supernatural Detective,FALL,Comedy,Mystery,Supernatural,Shounen,MADHOUSE,,,,,,,,,,,,,
,Wandering Witch: The Journey of Elaina,FALL,Adventure,Fantasy,Slice of Life,Seinen,C2C,,,,,,,,,,,,,
,Makai Ouji: Devils and Realist,SUMMER,Comedy,Fantasy,Mystery,Josei,Doga Kobo,,,,,,,,,,,,,
,Mama wa Shougaku 4 Nensei,WINTER,Comedy,Drama,Sci-Fi,Shoujo,Sunrise,,,,,,,,,,,,,
,My Stepmom's Daughter is My Ex,SUMMER,Comedy,Romance,School,Seinen,project No.9,,,,,,,,,,,,,
,Mamotte Shugogetten!,FALL,Comedy,Magical Girl,Romance,Shounen,Toei Animation,,,,,,,,,,,,,
,Save Me! Lollipop,SUMMER,Adventure,Comedy,Romance,Shoujo,Sunshine Corporation,,,,,,,,,,,,,
,Demon Lord Dante,SUMMER,Action,Horror,Supernatural,Shounen,Magic Bus,,,,,,,,,,,,,
,The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants,SUMMER,Action,Comedy,Fantasy,Shounen,SILVER LINK.,,,,,,,,,,,,,
,"Demon Lord, Retry!",SUMMER,Action,Adventure,Comedy,Shounen,EKACHI EPILKA,,,,,,,,,,,,,
,Maoyu: Archenemy & Hero,WINTER,Adventure,Fantasy,Romance,Seinen,Arms,,,,,,,,,,,,,
,Maria Watches Over Us,WINTER,Drama,Romance,Slice of Life,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Marmalade Boy,SPRING,Comedy,Drama,Romance,Shoujo,Toei Animation,,,,,,,,,,,,,
,MARS RED,SPRING,Action,Drama,Sci-Fi,Seinen,Signal.MD,,,,,,,,,,,,,
,Masamune-kun's Revenge,WINTER,Comedy,Romance,Slice of Life,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Those Snow White Notes,SPRING,Drama,Music,Slice of Life,Shounen,Shin-Ei Animation,,,,,,,,,,,,,
,MASHLE: MAGIC AND MUSCLES,SPRING,Action,Comedy,Fantasy,Shounen,A-1 Pictures,,,,,,,,,,,,,
,Master Keaton,FALL,Adventure,Drama,Mystery,Seinen,MADHOUSE,,,,,,,,,,,,,
,Mythical Detective Loki Ragnarok,SPRING,Comedy,Mystery,Supernatural,Shounen,Studio DEEN,,,,,,,,,,,,,
,Penguindrum,SUMMER,Drama,Mystery,Psychological,Seinen,Brain's Base,,,,,,,,,,,,,
,Mayoi Neko Overrun!,SPRING,Comedy,Romance,Harem,Seinen,AIC,,,,,,,,,,,,,
,Midnight Occult Civil Servants,SPRING,Fantasy,Supernatural,Fantasy,Shoujo,LIDENFILMS,,,,,,,,,,,,,
,Mazinger Z,FALL,Action,Drama,Mecha,Shounen,Toei Animation,,,,,,,,,,,,,
,Medaka Box,SPRING,Action,Comedy,,Shounen,Gainax,,,,,,,,,,,,,
,Medabots,SUMMER,Action,Adventure,Comedy,Shounen,Bee Train,,,,,,,,,,,,,
,Pilot Candidate,WINTER,Action,Mecha,Sci-Fi,Seinen,Xebec,,,,,,,,,,,,,
,The Dungeon of Black Company,SUMMER,Comedy,Fantasy,,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Microid S,SPRING,Sci-Fi,Sci-Fi,,Shounen,Toei Animation,,,,,,,,,,,,,
,Midori no Makibao,SPRING,Comedy,Sports,,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Mieruko-chan,FALL,Comedy,Horror,Slice of Life,Seinen,Passione,,,,,,,,,,,,,
,How to Keep a Mummy,WINTER,Comedy,Slice of Life,Supernatural,Seinen,8-bit,,,,,,,,,,,,,
,Engaged to the Unidentified,WINTER,Comedy,Romance,Slice of Life,Seinen,Doga Kobo,,,,,,,,,,,,,
,Minami-ke,FALL,Comedy,Slice of Life,School,Shounen,Daume,,,,,,,,,,,,,
,Mitsuboshi Colors,WINTER,Comedy,Slice of Life,,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Mitsudomoe,SUMMER,Comedy,Slice of Life,Slice of Life,Shounen,Bridge,,,,,,,,,,,,,
,Mitsume ga Tooru,FALL,Adventure,Supernatural,,Shounen,Tezuka Productions,,,,,,,,,,,,,
,Miyuki,SPRING,Romance,Slice of Life,,Shounen,Kitty Film Mitaka Studio,,,,,,,,,,,,,
,Mizuiro Jidai,SPRING,Romance,Slice of Life,,Shoujo,Studio Comet,,,,,,,,,,,,,
,Mob Psycho 100,SUMMER,Action,Comedy,Drama,Shounen,bones,,,,,,,,,,,,,
,Mokke,FALL,Mystery,Slice of Life,Supernatural,Seinen,MADHOUSE,,,,,,,,,,,,,
,"Problem Children Are Coming From Another World, Aren't They?",WINTER,Action,Comedy,Fantasy,Seinen,diomedéa,,,,,,,,,,,,,
,Malevolent Spirits: Mononogatari,WINTER,Action,Supernatural,,Seinen,Bandai Namco Pictures,,,,,,,,,,,,,
,Mononoke,SUMMER,Fantasy,Horror,Mystery,Seinen,Toei Animation,,,,,,,,,,,,,
,Monster,WINTER,Action,Adventure,Comedy,Seinen,Geno Studio,,,,,,,,,,,,,
,Ippon! again,WINTER,Slice of Life,Sports,,Shounen,BAKKEN RECORD,,,,,,,,,,,,,
,Mouryou no Hako,FALL,Mystery,Supernatural,Thriller,Seinen,MADHOUSE,,,,,,,,,,,,,
,Moyashimon,FALL,Comedy,Supernatural,,Seinen,Telecom Animation Film,,,,,,,,,,,,,
,Blade of the Immortal,SUMMER,Action,Adventure,Supernatural,Seinen,Bee Train,,,,,,,,,,,,,
,Infinite Ryvius,FALL,Drama,Mecha,Psychological,Seinen,Sunrise,,,,,,,,,,,,,
,Muhyo & Roji's Bureau of Supernatural Investigation,SUMMER,Action,Comedy,Mystery,Shounen,Studio DEEN,,,,,,,,,,,,,
,Talentless Nana,FALL,Drama,Horror,Mystery,Shounen,Bridge,,,,,,,,,,,,,
,Bibliophile Princess,FALL,Drama,Romance,,Josei,MADHOUSE,,,,,,,,,,,,,
,MUSHI-SHI,FALL,Adventure,Fantasy,Mystery,Seinen,Artland,,,,,,,,,,,,,
,Ramen Fighter Miki,SUMMER,Action,Comedy,,Shounen,Telecom Animation Film,,,,,,,,,,,,,
,My Home Hero,SPRING,Action,Drama,Psychological,Seinen,Tezuka Productions,,,,,,,,,,,,,
,Nabari no Ou,SPRING,Action,Drama,Psychological,Shounen,J.C.STAFF,,,,,,,,,,,,,
,A Lull in the Sea,FALL,Drama,Fantasy,Romance,Seinen,P.A.WORKS,,,,,,,,,,,,,
,The Ones Within,SUMMER,Adventure,Comedy,Drama,Shoujo,SILVER LINK.,,,,,,,,,,,,,
,"Wave, Listen to Me!",SPRING,Comedy,Drama,Romance,Seinen,Sunrise,,,,,,,,,,,,,
,NANA,SPRING,Drama,Music,Romance,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Fastest Finger First,SUMMER,Comedy,Slice of Life,Sports,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Reign of the Seven Spellblades,SUMMER,Action,Fantasy,School,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Nanatsu no Taizai,SUMMER,Comedy,Adventure,Fantasy,Shounen,A-1 Pictures,,,,,,,,,,,,,
,NANBAKA,FALL,Action,Comedy,Drama,Seinen,Satelight,,,,,,,,,,,,,
,The World of Narue,SPRING,Comedy,Romance,Sci-Fi,Shounen,Studio Live,,,,,,,,,,,,,
,Shadow Star Narutaru,SUMMER,Drama,Horror,Supernatural,Seinen,Planet,,,,,,,,,,,,,
,Naruto,FALL,Action,Adventure,Comedy,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Natsu no Arashi!,SPRING,Comedy,Fantasy,Romance,Seinen,Shaft,,,,,,,,,,,,,
,Natsume Yuujinchou,SPRING,Fantasy,Slice of Life,Supernatural,Seinen,Shuka,,,,,,,,,,,,,
,Natsuyuki Rendezvous,SUMMER,Drama,Romance,Supernatural,Josei,Doga Kobo,,,,,,,,,,,,,
,Alderamin on the Sky,SUMMER,Action,Adventure,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,Neon Genesis Evangelion,FALL,Action,Drama,Mecha,Seinen,Gainax,,,,,,,,,,,,,
,Recovery of an MMO Junkie,FALL,Comedy,Fantasy,Romance,Josei,Signal.MD,,,,,,,,,,,,,
,NEW GAME!,SUMMER,Comedy,Slice of Life,,Seinen,Doga Kobo,,,,,,,,,,,,,
,Welcome to the N-H-K,SUMMER,Comedy,Drama,Psychological,Seinen,GONZO,,,,,,,,,,,,,
,Nichijou - My Ordinary Life,SPRING,Comedy,Slice of Life,School,Shounen,Kyoto Animation,,,,,,,,,,,,,
,NieA_7,SPRING,Comedy,Sci-Fi,Slice of Life,Seinen,Triangle Staff,,,,,,,,,,,,,
,Sacrificial Princess and the King of Beasts,SPRING,Drama,Fantasy,Romance,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Night Head Genesis,SUMMER,Drama,Horror,Mystery,Seinen,Bee Media & Actas,,,,,,,,,,,,,
,Rainbow Days,WINTER,Comedy,Romance,Slice of Life,Shoujo,Ashi Productions,,,,,,,,,,,,,
,Ningen Fushin: Adventurers Who Don’t Believe in Humanity Will Save the World,WINTER,Action,Adventure,Fantasy,Seinen,GEEKTOYS,,,,,,,,,,,,,
,Ninja Nonsense,SUMMER,Comedy,Parody,,Shounen,ufotable,,,,,,,,,,,,,
,Ninja Hattori-kun,FALL,Comedy,Adventure,,Kodomo,Shin-Ei Animation,,,,,,,,,,,,,
,Nisekoi,WINTER,Comedy,Romance,Slice of Life,Shounen,Shaft,,,,,,,,,,,,,
,No Guns Life,FALL,Action,Drama,Sci-Fi,Seinen,MADHOUSE,,,,,,,,,,,,,
,No.6,SUMMER,Action,Drama,Psychological,Shoujo,bones,,,,,,,,,,,,,
,Noblesse,FALL,Action,Supernatural,,Shounen,Production I.G,,,,,,,,,,,,,
,Nobunaga Concerto,SUMMER,Comedy,Romance,Time Travel,Shounen,Fuji TV,,,,,,,,,,,,,
,Nobunagun,WINTER,Action,Comedy,Sci-Fi,Shounen,Bridge,,,,,,,,,,,,,
,Nodame Cantabile,WINTER,Comedy,Drama,Music,Josei,J.C.STAFF,,,,,,,,,,,,,
,The tale of outcasts,WINTER,Drama,Fantasy,Romance,Shounen,Ashi Productions,,,,,,,,,,,,,
,Non Non Biyori,FALL,Slice of Life,Comedy,School,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Noragami,WINTER,Action,Adventure,Comedy,Shounen,bones,,,,,,,,,,,,,
,Noramimi,WINTER,Comedy,Slice of Life,,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Norn9,WINTER,Drama,Romance,Sci-Fi,Josei,Kinema Citrus,,,,,,,,,,,,,
,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,FALL,Adventure,Comedy,Fantasy,Seinen,studio A-CAT,,,,,,,,,,,,,
,Nura: Rise of the Yokai Clan,SUMMER,Action,Supernatural,,Shounen,Studio DEEN,,,,,,,,,,,,,
,Nurse Angel Ririka SOS,SUMMER,Drama,Fantasy,Magical Girl,Shoujo,Studio Gallop,,,,,,,,,,,,,
,Nyan Koi!,FALL,Comedy,Romance,Slice of Life,Seinen,AIC,,,,,,,,,,,,,
,Nyanko Days,WINTER,Comedy,Slice of Life,,Seinen,EMT Squared,,,,,,,,,,,,,
,Occultic;Nine,FALL,Mystery,Sci-Fi,Supernatural,Seinen,A-1 Pictures,,,,,,,,,,,,,
,The Ambition of Oda Nobuna,SUMMER,Action,Comedy,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,Oishinbo,FALL,Drama,Slice of Life,Food,Seinen,Shin-Ei Animation,,,,,,,,,,,,,
,Magical DoReMi,WINTER,Comedy,Drama,Fantasy,Shoujo,Toei Animation,,,,,,,,,,,,,
,Ojisan to Marshmallow: Hige-san and Marshmallow,SPRING,Comedy,Slice of Life,,Seinen,Creators in Pack,,,,,,,,,,,,,
,One Outs,FALL,Psychological,Sports,,Seinen,MADHOUSE,,,,,,,,,,,,,
,ONE PIECE,FALL,Action,Adventure,Comedy,Shounen,Toei Animation,,,,,,,,,,,,,
,Oneechan ga Kita,WINTER,Comedy,Slice of Life,,Seinen,C2C,,,,,,,,,,,,,
,Dear Brother,SUMMER,Drama,Psychological,,Shoujo,Tezuka Productions,,,,,,,,,,,,,
,Onmyou Taisenki,FALL,Action,Adventure,Fantasy,Shounen,Sunrise,,,,,,,,,,,,,
,Wolf Girl and Black Prince,FALL,Comedy,Romance,Slice of Life,Shoujo,TYO Animations,,,,,,,,,,,,,
,Spice and Wolf,WINTER,Adventure,Fantasy,Romance,Seinen,Imagin,,,,,,,,,,,,,
,Okami-san and Her Seven Companions,SUMMER,Comedy,Romance,Parody,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Big Windup!,SPRING,Comedy,Sports,,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Orange,SUMMER,Drama,Romance,Supernatural,Shoujo,Telecom Animation Film,,,,,,,,,,,,,
,My Love Story!!,SPRING,Comedy,Romance,,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Oreimo,FALL,Comedy,Slice of Life,Slice of Life,Seinen,AIC Build,,,,,,,,,,,,,
,Oreshura,WINTER,Comedy,Romance,Harem,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Ore wa Teppei,FALL,Action,Sports,,Shounen,Nippon Animation,,,,,,,,,,,,,
