Name,Max Players,Play Time,Min Age,Rating Average,Complexity Average,Mechanics,no. of mechanics
Hobiti,8,15,7,5,16106,Action Points,5
Hochstapler,7,20,8,5,16954,Stacking and Balancing,2
Höchste Eisenbahn,6,10,5,5,15544,Pattern Building,2
Hockey Blast Pro Hockey Game,2,45,12,7,6398,Deck Bag and Pool Building,3
Hockey on Cards,4,15,8,7,14780,Hand Management,4
Hocus,5,30,10,6,4116,Action Points,9
Hocus Focus,8,10,6,5,18477,Pattern Recognition,3
Hof Gap: The Nurnberg Pincer,2,120,12,7,7977,Chit-Pull System,5
Hogger Logger,6,20,7,5,17899,Cooperative Game,2
Hogs Of War: The Miniatures Game,4,90,10,8,12615,Action Queue,1
Hogwarts: House Cup Challenge,4,120,9,6,10218,Hand Management,2
Höhlengrölen,4,30,10,4,18519,Area Majority / Influence,5
Hokkaido,5,40,8,7,2679,Action Points,2
Hold the Line:  Frederick's War,2,60,10,7,6449,Auction/Bidding,6
Hold the Line: The American Revolution,2,120,10,7,6365,Pattern Building,3
Hold Your Breath!,4,20,6,5,17185,Grid Movement,3
Holdfast: Atlantic 1939-45,2,150,13,7,7971,Action Drafting,18
Holdfast: EastFront 1941-45,2,300,10,7,6439,Card Play Conflict Resolution,3
Holdfast: Korea 1950-51,2,120,13,6,8444,Point to Point Movement,2
Holdfast: North Africa 1941-42,2,150,10,6,13246,Action Points,1
Holdfast: Pacific 1941-45,2,150,13,6,10672, Paper-and-Pencil,2
Holdfast: Russia 1941-42,2,180,10,7,4020,Hexagon Grid,2
Holdfast: Tunisia 1942-43,2,90,12,8,9287,Auction/Bidding,6
Holding On: The Troubled Life of Billy Kerr,4,60,14,6,5086,Dice Rolling,8
Holi: Festival of Colors,4,40,13,7,5885,Area Majority / Influence,1
Holiday Fluxx,5,20,8,6,5768,Card Drafting,4
Holiday!,8,40,8,6,12709,Auction/Bidding,6
Holland '44: Operation Market-Garden,2,900,0,8,1759,Area Movement,5
Hollywood,6,30,13,6,4303, Hand Management,1
Holmes and Moriarty,2,45,12,7,9817, Hexagon Grid,3
Holmes: Sherlock & Mycroft,2,30,10,6,1506,Abstract Games,1
Holy Roman Empire,6,240,12,6,10300,Area Majority / Influence,4
Holy Roman Empire: The Thirty-Years War,6,300,12,5,15935,Action Points,3
Holy War: Afghanistan,2,180,12,6,11651,Area Movement,8
Home Alone,4,30,8,4,18893,Roll / Spin and Move,2
Home Alone Game,4,20,8,6,7174,Memory,5
Home Before the Leaves Fall: The Marne Campaign 1914,4,360,12,6,10895,Card Drafting,10
Home Improvement,6,90,12,5,17180,Roll / Spin and Move,3
Home on Lagrange,5,50,14,6,12116,Card Drafting,5
Home Sweet Home,4,20,8,6,11267,Hand Management,2
Homebrewers,5,60,14,7,4091,Memory,3
Homesteaders,4,90,14,7,702,Memory,3
HomeStretch,6,60,14,6,4958, Enclosure,3
Homeworlds,6,60,10,7,3535, Role Playing,2
Honey Buzz,4,90,10,8,1366, Push Your Luck,1
Honey Wars,4,45,8,6,13659,Action Points,4
Honeycombs,8,30,6,6,11214,Cooperative Game,2
Honeymoon,6,5,8,6,12407,Dice Rolling,2
Hong,2,30,8,6,13623,Push Your Luck,4
Hong Kong,2,15,8,5,13826,Pattern Building,2
Honga,5,45,8,7,3396,Hand Management,2
Honor of the Samurai,6,60,10,5,6694,Tile Placement,2
Honshū,5,30,8,6,892, Network and Route Building,3
Hook!,6,30,8,5,17844,Hand Management,2
Hooker and Lee: The Battle of Chancellorsville,2,120,12,6,15481,Area Majority / Influence,7
Hooop!,4,20,7,6,8348,Area Majority / Influence,2
Hoot Owl Hoot!,4,15,4,6,4588,Cooperative Game,1
Hooyah: Navy Seals Card Game,4,45,10,6,7510,Cooperative Game,1
Hop Hop Hooray!,4,15,6,6,7160,Hand Management,2
Hop to It!,6,10,5,5,15273,Area Majority / Influence,5
HOP!,6,30,6,5,18016,Betting and Bluffing,2
Hop! Hop! Hop!,6,15,4,6,14501,Cooperative Game,10
HOPE,4,60,12,6,10048, Line of Sight,2
Hoplomachus: Origins,2,30,12,7,2221,Dice Rolling,6
Hoplomachus: Rise of Rome,2,30,12,8,2746,Modular Board,2
Hoplomachus: The Lost Cities,3,60,12,7,2188,Dice Rolling,7
Hopp Galopp,4,15,6,5,16116,Catch the Leader,4
Hopp hopp Häschen,5,15,3,5,14571,Dice Rolling,8
Hoppa Galoppa,4,10,4,5,16856,Deduction,2
Hoppe Reiter,4,10,3,6,11059,Dice Rolling,1
Hoppla Lama,6,30,8,5,17810,Dice Rolling,4
Hoppladi Hopplada!,7,20,8,6,4796, Pattern Recognition,1
Hopple-Popple,4,15,3,5,16780,Dice Rolling,3
Hordes,8,60,12,7,2784,Push Your Luck,1
Hordes of Grimoor,2,30,0,6,11846,Dice Rolling,4
Hordes of the Things,6,45,12,7,4413, Simulation,3
Hordes Primal Mk III,2,90,12,7,8380,Action Queue,4
Horizon Zero Dawn: The Board Game,4,90,12,7,6466, Set Collection,1
Horizons,5,75,14,6,3354,Team-Based Game,1
Hornet,5,45,10,6,5711, Area Movement,2
Hornet Leader,2,300,12,7,3766,Family Games,1
Hornet Leader II,1,60,12,7,6621,Dice Rolling,6
Hornet Leader: Carrier Air Operations,1,60,12,7,1558,Deck Bag and Pool Building,4
Horrified,5,60,10,7,183,Tile Placement,1
Horse & Musket: Dawn of an Era,2,90,10,8,7183,Dice Rolling,8
Horse Fair Card Game,6,20,6,5,14582,Card Play Conflict Resolution,4
Horse Fever,6,90,10,6,1721, Simultaneous Action Selection,2
Horse Show,4,30,8,5,19111,Hand Management,2
Horticulture Master,5,60,7,6,14365,Card Drafting,3
Horus,4,60,10,5,8470, Deck Bag and Pool Building,5
Horus Heresy,2,135,13,7,1529, Trading,1
Horus Heresy (1993),2,120,12,6,7117,Area Majority / Influence,2
Horus Heresy (2003),2,30,12,5,14862,Card Drafting,3
Hoshi Battle,2,10,7,5,16202,Dice Rolling,3
Hospital Rush,5,60,10,5,8719,Commodity Speculation,4
Hossa!,8,45,8,6,11356,Bingo,5
Hostage Negotiator,1,20,13,6,1034, Push Your Luck,1
Hostage Negotiator: Crime Wave,1,20,15,7,2528,Commodity Speculation,1
Hot Dog,5,45,10,5,15867, Deck Bag and Pool Building,2
Hot Potato,6,10,4,4,19924,Auction/Bidding,3
Hot Rod Creeps,6,30,15,6,5263,Dice Rolling,3
Hot Spot,2,60,10,5,18273,Campaign / Battle Card Driven,4
Hot Tin Roof,4,60,10,6,7852,Modular Board,4
Hotel,4,5,0,6,15160,Area Movement,1
Hotel Amsterdam,4,45,8,5,15114,Auction/Bidding,2
Hotel Life,4,120,10,7,5996,Action Points,4
Hotel Samoa,6,60,10,6,3676,Abstract Games,1
Hotel Tycoon,4,60,8,5,19919, Rock-Paper-Scissors,2
Hotshots,4,60,10,7,2563,Hand Management,4
Hounded,2,25,13,6,5844,Alliances,4
Hour of Glory: Stronghold Kit,4,60,12,7,7049,Dice Rolling,1
House Flippers,4,15,7,5,17045,Card Drafting,1
House of Borgia,6,30,14,6,5759,Betting and Bluffing,1
House of Horrors,6,90,12,5,16112,Card Drafting,4
House of Spirits,4,30,12,5,15528,Card Drafting,4
Houston,3,5,40,54,82,Grid Coverage,6
Hoverkraft,8,5,8,5,17599,Dice Rolling,2
How Many?,2,15,8,6,14577,Action Queue,11
How to Host a Dungeon,1,60,0,7,8999,Rondel,5
How to Host a Murder: Grapes of Frath,8,180,18,6,13400,Card Drafting,5
How to Host a Murder: Roman Ruins,8,180,18,6,13468,Role Playing,4
How to Host a Murder: The Chicago Caper,8,180,18,6,10650,Role Playing,4
How to Host a Murder: The Class of '54,8,180,18,6,11704,Role Playing,2
How to Host a Murder: The Last Train from Paris,8,180,12,6,10598,Auction/Bidding,2
How to Host a Murder: The Watersdown Affair,8,180,18,6,10981,Card Drafting,3
How to Host a Mystery: Star Trek - The Next Generation,8,360,14,5,16510,Role Playing,3
Hoyuk,5,60,10,6,6651,Dice Rolling,2
Huang Dih: O Grande Imperador,5,60,0,6,13911,Card Drafting,5
Hube's Pocket,2,360,12,7,6150,Area Majority / Influence,3
HUE,5,10,8,6,4320, Singing,3
Hues and Cues,10,30,8,7,3644,Betting and Bluffing,3
Hug Me,8,45,10,5,15899,Dice Rolling,2
Huggermugger,4,45,12,5,19928,Hexagon Grid,2
Huh?,17,40,10,6,11610,Area Majority / Influence,6
Huida de Silver City,4,120,12,6,3815,Set Collection,2
Huída del Imperio Cobra II,4,45,7,4,18702,Roll / Spin and Move,4
Hula Hippos,4,10,5,6,5818,Dice Rolling,1
Hull Breach: Corporate Wars,8,60,13,6,14447,Hand Management,3
Hull Breach: Loyalty & Vigilance,8,60,13,7,13144,Hand Management,3
Hull Breach!,8,60,13,7,13228,Card Drafting,5
Human Era,10,30,10,6,13537,Dice Rolling,5
Human Interface: Be a Better Human,5,90,14,6,17165,Dice Rolling,2
Human Interface: Nakamura Tower,6,180,12,7,10072,Variable Player Powers,2
Human Punishment: Social Deduction 2.0,16,90,10,7,1501,Campaign / Battle Card Driven,3
Human Punishment: The Beginning,6,180,14,9,9942,Card Drafting,13
Humans!!!,6,60,0,5,9242,Dice Rolling,3
Humboldt's Great Voyage,4,60,10,6,10042, Network and Route Building,4
Humpty Dumpty's Wall Game,10,5,4,5,18332,Auction/Bidding,5
Hundred Days Battles,2,120,12,5,10960,Hexagon Grid,2
Hundreds of Horses,4,30,6,7,8824,Voting,1
Hungarian Nightmare,2,300,14,7,11513,Dice Rolling,4
Hungarian Rhapsody: The Eastern Front in Hungary,2,240,0,8,9633,Dice Rolling,3
HUNGER: The Show,6,20,7,5,19307,Action Queue,1
Hungry as a Bear,3,5,2,5,17141,Memory,4
Hungry Hungry Hippos,4,10,4,4,20330, Rock-Paper-Scissors,1
Hungry Hungry Hippos Fun on the Run Game,2,15,5,3,19716,Hand Management,1
Hungry Hungry Hipsters,8,30,13,6,17086,Roll / Spin and Move,2
Huns,4,45,14,6,3421, Time Track,2
Hunt for the Ring,5,180,13,7,1792,Card Drafting,3
Hunt: The Unknown Quarry,6,90,13,5,15402,Memory,3
Hunted: Kobayashi Tower,1,25,14,7,11918,Dice Rolling,5
Hunter: Deadly Prey,5,90,10,4,18969,Cooperative Game,3
Hunter's Guild: The Vampire Forest,4,30,8,5,18474,Modular Board,4
Hunters from the Sky,2,240,15,6,7889,Area Movement,3
Hunters of Arcfall,6,30,8,6,9288,Action Points,5
Huntik: Secrets and Seekers Trading Card Game,2,30,8,6,15646,Card Drafting,3
Hunting Party,5,30,12,5,15456,Hand Management,1
Hurlyburly,4,15,10,6,11179,Take That,3
Hurry'Cup!,6,30,9,5,17872, Three Dimensional Movement,2
Hurtgen: Hell's Forest,2,2400,12,7,7454,Auction/Bidding,3
Husarengolf,4,15,8,7,10836,Area Majority / Influence,3
Husch Husch kleine Hexe,6,15,3,5,16939,Dice Rolling,5
Husker Du?,4,15,4,5,18318,Betting and Bluffing,3
Huuue!,7,20,8,5,15342,Hand Management,7
Huzzah!,8,60,10,5,17584,Network and Route Building,1
Hyborian Gates,2,90,12,3,19835,Point to Point Movement,2
Hybrid,2,120,12,7,3847,Dice Rolling,2
Hybris: Disordered Cosmos,4,180,12,9,11260,Action Drafting,8
Hyle,2,45,10,6,5921,Hexagon Grid,2
Hyper Slide,2,10,8,6,11841,Drafting,7
Hyperborea,6,150,14,7,680, Hexagon Grid,2
Hypergrid,2,60,7,7,6818,Card Drafting,5
Hyperspace,6,150,14,7,8556,Area Majority / Influence,7
Hypnose,4,90,10,4,18647,Card Drafting,5
HysteriCoach,15,30,8,5,10143,Pick-up and Deliver,4
Hyves Ranking Game,8,45,12,5,17309,Roll / Spin and Move,2
I Ain't Been Shot,2,6,120,90,73,Action Points,9
I Am Spartacus!,2,180,12,6,9158,Area Majority / Influence,4
I Am the Fourth Wall,7,45,14,6,9181,Area Movement,3
I Am Vlad: Prince of Wallachia,4,120,13,4,19762,Hand Management,4
I Can't Even With These Monsters,5,30,10,5,16209,Hand Management,1
I Dissent,9,40,14,5,16992,Storytelling,2
I Don't Know,2,999,5,87,76,Hand Management,10
I Drank What?,10,15,13,5,17316,Area Majority / Influence,13
I Go!,4,30,8,6,3356,Dice Rolling,4
I Hate Zombies,12,15,6,5,19927,Dice Rolling,5
I Love Portugal,5,60,10,7,10965,Deck Bag and Pool Building,2
I Say,3,8,45,131,65,Action Points,13
I Signori dei Draghi,8,45,8,6,13174,Action Points,8
I Spy Eagle Eye,4,20,5,4,18950,Memory,3
I Spy Memory Game,6,10,5,4,18835,Memory,3
I Think You Think I Think,6,60,12,5,16835,Action Points,8
I Will Survive,6,15,8,5,18711,Rock-Paper-Scissors,2
I Would Fight The Dragon...,8,60,13,5,15621,Hand Management,3
I.Q. 2000,6,90,7,4,20089,Area Majority / Influence,5
I'm the Boss!: The Card Game,6,45,9,5,10245,Area Majority / Influence,3
i9n,5,30,10,6,13718,Area Majority / Influence,6
Iberian Gauge,5,90,0,7,6837,Action Retrieval,5
Iberian Rails,5,90,14,6,4642,Children's Games,1
Iberian Railways,5,60,14,6,9748,Auction/Bidding,4
Iberos,2,360,12,6,15029,Area Majority / Influence,3
Icarus,7,45,13,5,15936,Dice Rolling,4
Ice Cold Ice Hockey,2,60,12,4,18652,Hand Management,1
Ice Cream,5,30,6,5,17358,Dice Rolling,3
Ice Cream Combo,6,15,6,6,14423,Pattern Building,1
Ice Cult,4,30,10,5,16982,Auction/Bidding,1
Ice Flow,4,75,11,6,2844, Grid Movement,5
Ice Lake,4,20,9,5,17144,Cooperative Game,8
Ice Team,2,20,8,6,6913,Hand Management,3
Ice War,2,60,12,5,12643,Measurement Movement,4
Icebergs,6,60,10,5,16862,Action Points,7
ICECOOL,4,30,6,6,867, Point to Point Movement,3
ICECOOL2,4,30,6,7,1775,Area Movement,1
IceDice,4,5,14,6,7342,Action Points,5
IceTowers,5,10,10,6,6066,Auction/Bidding,2
Ici Londres,6,20,8,6,8842,Dice Rolling,2
Iconica,4,30,12,7,10720,Area Majority / Influence,3
Ideology: The War of Ideas,5,90,12,6,4808,Abstract Games,1
IDF (Israeli Defense Force),4,90,12,6,6851,Hand Management,2
Ido,4,45,12,5,10563,Stock Holding,4
Idol Quest,4,30,10,5,17428,Layering,6
Iéna 1806,2,120,12,7,9488,Auction/Bidding,3
If I'm Going Down...,2,30,15,5,13733,Action Points,5
If Wishes Were Fishes!,5,45,10,6,2875,Hand Management,3
Igel Ärgern,6,30,8,6,3258,Dice Rolling,1
Igels: Das Kartenspiel,4,60,10,5,19840,Auction/Bidding,3
Igen?,6,60,9,6,7638,Voting,3
Igen? És...,6,45,10,6,13701,Voting,4
Igloo Pop,6,20,7,6,3409,Action Points,3
Iglu Iglu,4,60,10,5,11348,Action Points,6
Ignis,2,20,8,6,9418,Pick-up and Deliver,3
IGOR: The Mad Scientist's Lament,6,60,12,5,14819,Card Drafting,3
IGOR: The Monster Making Game,4,20,7,5,11683,Dice Rolling,5
İhtilâl,2,90,14,7,11871,Card Drafting,6
Ik Hou van Holland Spel,4,75,10,4,19422,Cooperative Game,4
IKAN,4,30,8,7,14318,Cooperative Game,4
IKI,4,90,14,7,1478, Push Your Luck,2
iKNOW,6,60,15,6,3833, Take That,1
iKNOW: Amazing Earth,4,30,15,6,12066,Betting and Bluffing,4
Ikonikus,8,15,7,5,9621,Cooperative Game,5
Ikusa,5,360,12,7,885,Dice Rolling,11
Il était une forêt,4,15,7,5,15787,Card Drafting,5
Il Trono di Mortadella,7,45,10,6,16681,Dice Rolling,2
Il Vecchio,4,60,10,6,1667,Simultaneous Action Selection,1
Iliad,6,45,10,6,2270,Area Movement,5
Iliad: Heroes of Troy,4,45,12,6,11833,Hand Management,4
Iliad: The Most Renowned War Legend,8,180,12,5,15821,Dice Rolling,3
Iliad: The Siege of Troy,2,180,12,7,10614,Cooperative Game,4
ILIOS,4,50,8,7,13087,Area Majority / Influence,6
Ilium,4,35,8,6,6309,Action Queue,6
Illegal,9,25,18,6,10496,Family Games,2
Illimat,4,60,12,7,2651,Hand Management,1
Illuminati,6,120,12,6,3038, Betting and Bluffing,2
Illuminati: Crime Lords,6,60,12,5,10272,Area Majority / Influence,5
Illuminati: New World Order,6,120,12,6,3203,Dice Rolling,3
Illusio,6,30,8,5,15857,Action Queue,5
Illusion,5,15,8,6,1388,Simultaneous Action Selection,3
Illusions of Glory: The Great War on the Eastern Front,4,360,12,7,5068,Dice Rolling,3
Ilôs,5,40,10,6,3559, Hand Management,4
Im Auftrag des Königs,4,30,12,6,7299, Modular Board,2
Im Bann der Pyramide,5,20,8,5,13740,Dice Rolling,9
Im Märchenwald,8,30,5,5,13258,Area Majority / Influence,6
Im Reich der Jadegöttin,4,60,8,6,7933,Card Drafting,4
Im Reich der Wüstensöhne,4,60,8,6,5770,Area Majority / Influence,5
Im Reich des weißen Bären,4,45,8,5,16770,Set Collection,4
Im Schatten des Sonnenkönigs,6,45,10,5,18997,Betting and Bluffing,3
Im Wald da sind die Räuber,4,60,10,6,12014,Dice Rolling,5
Im Zeichen des Kreuzes,5,90,10,5,9053,Dice Rolling,2
Image,6,30,9,4,19844,Dice Rolling,4
Imagem & Ação 2,16,60,8,6,7517,Contracts,7
Imagician,4,20,8,7,10702,Roll / Spin and Move,1
Imagidice!,12,20,4,6,12688,Cooperative Game,3
Imaginarium,7,30,16,6,6440,Set Collection,2
Imagineers,4,60,14,6,9286,Mancala,1
Imaginiff,8,30,12,5,18283,Hexagon Grid,2
Imhotep,4,40,10,7,408,Card Drafting,5
Imhotep: The Duel,2,30,10,7,1318,Memory,1
Immer oben auf!,5,20,5,5,15389,Pick-up and Deliver,3
Immortal 8,6,60,14,7,8701,Card Drafting,2
Immortals,5,150,14,6,6327,Dice Rolling,4
Impact,2,30,8,4,19211,Action Points,3
Impact City Roller Derby,4,120,12,6,13232, Team-Based Game,2
Impact: Battle of Elements,5,15,8,6,3036, Trick-taking,1
Imperator,2,480,12,7,8711,Area Movement,4
Imperial,6,180,13,7,208,Dice Rolling,1
Imperial 2030,6,180,12,7,236,Area Movement,3
Imperial Governor & Strategos,6,120,12,6,10021,Card Drafting,6
Imperial Settlers,4,90,10,7,213,Auction/Bidding,4
Imperial Settlers: Empires of the North,4,90,10,7,416,Dice Rolling,3
Imperial Settlers: Roll & Write,4,30,10,6,2714,Hand Management,1
Imperial Stars II,2,60,13,7,7050,Tile Placement,2
Imperial Storm,9,50,8,8,15627,Dice Rolling,2
Imperial Struggle,2,240,12,8,940,Dice Rolling,10
Imperial Sunset: The Battle of Leyte Gulf 1944,2,240,12,6,12657,Area Majority / Influence,6
Imperialism: Road to Domination,4,90,12,6,7127,Area Majority / Influence,3
Imperios Milenarios,7,150,12,7,7075,Area Majority / Influence,7
Imperium Romanum,6,6000,12,7,11478,Dice Rolling,2
Imperium Romanum II,6,240,16,6,3956, Area Majority / Influence,2
Imperium Romanum: The Clash of Legions,2,300,12,6,15699,Modular Board,3
Imperium: 3rd Millennium,2,120,12,5,19140,Card Drafting,2
Imperium: Empires in Conflict - Worlds in the Balance,2,180,12,6,3442,Hand Management,2
Imperium: The Contention,6,120,14,8,10658,Critical Hits and Failures,12
Impetus,2,90,0,7,8612,Auction/Bidding,4
Import / Export,6,90,8,7,2342,Pattern Building,3
Improvement of the POLIS,4,60,12,7,8395,Hand Management,4
Imps: Devilish Duels,2,30,14,6,15418,Dice Rolling,4
In 80 Karten um die Welt,4,30,10,6,13763,Action Points,3
In a Bind,12,20,13,7,5339,Cooperative Game,6
In A Bind Jr,7,25,4,7,12796,Acting,10
In a Grove,4,20,9,6,4408,Area Movement,4
In Extremis,5,10,12,6,13244,Card Drafting,4
In Flanders Field,4,45,12,6,7396, Tile Placement,2
In Flanders Fields,2,10,12,6,12845,Player Elimination,6
In Front of the Elevators,4,40,8,7,4200,Voting,1
In Love,2,40,16,5,16905,Deck Bag and Pool Building,6
In Love and War,5,15,6,5,16371,Set Collection,2
In Magnificent Style: Pickett's Charge at Gettysburg,1,60,13,7,3846, Area Movement,2
In Pursuit,8,60,12,5,16756,Card Drafting,2
In Security,6,20,8,6,10913,Dice Rolling,4
In Tenebris Lux,4,60,13,6,13465,Dice Rolling,1
In Teufels Küche,4,60,10,6,11077,Hand Management,5
In the City: Origins,5,60,9,5,15150,Card Drafting,4
In the Hall of the Mountain King,5,90,12,7,675, Take That,1
In the Name of Odin,5,60,13,6,3512,Card Drafting,4
In the Shadow of the Emperor,4,90,12,6,1201,Drafting,2
In the Year of the Dragon,5,100,12,7,297,Pattern Recognition,1
In their Quiet Fields II,2,240,12,7,5297,Network and Route Building,5
In Vino Morte,9,10,8,6,6334,Player Elimination,2
In10sity,6,30,10,5,16347,Auction/Bidding,5
InBetween,2,40,12,6,2393,Hand Management,3
Incantris,4,60,14,6,12607,Dice Rolling,5
Inception,8,30,15,6,9722,Hand Management,3
Inception: Solo card game,1,60,10,7,8884,Area Majority / Influence,6
Inchon: MacArthur's Gambit,2,120,12,6,9439,Hexagon Grid,3
Incorporated,4,180,16,7,5358, Memory,2
Incredible Expeditions: Quest for Atlantis,5,120,12,5,11199,Dice Rolling,6
IncrediBrawl,4,30,8,5,14827,Dice Rolling,5
Incubation,5,40,8,6,10431,Dice Rolling,2
Incursion,2,120,0,7,3706,Campaign / Battle Card Driven,3
India Rails,6,180,12,7,3015,Betting and Bluffing,4
Indian Chief,8,10,0,6,10557,Contracts,8
Indian Summer,4,60,10,6,1312,Card Drafting,4
Indiana Jones Akator Temple Race Game,4,30,7,5,17506,Roll / Spin and Move,2
Indiana Jones DVD Adventure Game,4,30,8,4,19513,Dice Rolling,4
Indicios,10,120,0,5,16261,Card Drafting,7
Indigo,4,30,8,6,1292,Memory,1
Indo-Pakistani Wars,2,120,12,6,14969,Dice Rolling,5
Indonesia,5,240,14,7,235,Team-Based Game,2
Indulgence,4,60,14,6,2866,Area Movement,8
Indus,4,60,8,5,15881,Real-Time,2
Industria,4,60,10,6,2498, Memory,1
Industrial Waste,4,60,12,6,2098,Area Movement,2
Industry,4,75,10,6,5709,Children's Games,1
Infamy,4,60,13,6,3896,Customizable Games,1
Infantry Attacks: August 1914,2,30,12,6,11157,Dice Rolling,2
Infarkt,5,45,10,6,4353,Cooperative Game,4
Infected,6,15,13,5,12318,Cooperative Game,1
Infection,8,60,9,5,17608,Card Drafting,6
Infection Express,2,20,8,6,9184,Chit-Pull System,4
Infernal Contraption,4,60,10,5,6091,Hand Management,3
Infidel,2,120,0,7,3764,Dice Rolling,4
Infinite City,6,45,10,6,3284,Point to Point Movement,1
Infinities: Defiance of Fate,4,120,13,7,10571,Tile Placement,3
Infinity,2,120,12,8,1370,Dice Rolling,6
Infinity Defiance,4,60,14,9,8020,Tile Placement,3
Infinity Dungeon: Peril without End,8,60,10,6,12170,Acting,5
Infinity Gauntlet: A Love Letter Game,6,15,10,7,1938, Paper-and-Pencil,1
Infinity: Operation Icestorm,2,60,12,8,5066,Area Majority / Influence,4
Infinity: Operation Red Veil,2,150,12,7,7831,Auction/Bidding,4
Ingenious Extreme,4,45,8,7,11090,Highest-Lowest Scoring,1
Inhabit the Earth,4,90,14,7,1944,Card Drafting,3
Inhuman Conditions,2,5,12,7,4336, Deck Bag and Pool Building,1
Inis,4,90,14,7,107, Hand Management,1
Initial D,2,30,8,5,15187,Deck Bag and Pool Building,3
Ink Monsters,6,30,6,6,14527,Card Drafting,4
Inka,4,45,8,5,19479,Dice Rolling,2
Inkan Aarre,6,45,8,4,19648,Betting and Bluffing,4
Inklings,6,45,12,6,8819,Dice Rolling,3
Inkognito,5,90,10,6,1706,Variable Player Powers,1
Inkognito: The Card Game,5,30,10,5,18694,Campaign / Battle Card Driven,2
Inn-Fighting,6,30,12,5,6035,Pattern Building,5
Inner Circle,4,20,8,5,18656,Flicking,5
Inner Compass,4,60,14,6,13133,Grid Movement,5
Innsmouth Escape,5,30,12,5,14594,Area Movement,1
Inoka,4,20,6,6,12568,Area Majority / Influence,3
Input,2,20,10,5,15186,Dice Rolling,3
Inquisitio,5,30,13,5,17368,Hand Management,2
Insecta,7,300,12,6,9562,Area Majority / Influence,3
Insektenhotel,4,20,7,5,16109,Cooperative Game,3
Insel der Schmuggler,4,15,6,5,15058,Card Drafting,7
Inside,2,10,8,6,7198,Area Majority / Influence,1
Inside Pitch Baseball,2,30,0,8,10131,Auction/Bidding,11
Insider,8,15,9,7,1042,Action Points,4
Insidious Sevens,5,30,9,6,12521,Hand Management,2
Inspector Higgins,6,20,6,5,15203,Roll / Spin and Move,3
Inspector Moss: House Arrest,1,30,10,7,8225,Party Games,1
Instacrime: Munford,6,60,10,6,12237,Cooperative Game,2
Instinct,6,20,10,5,13912,Area Majority / Influence,5
Insula,5,60,8,6,12107,Area Majority / Influence,4
Intelle,2,15,10,7,8703,Area Majority / Influence,3
Intelligent Design vs. Evolution,8,60,8,1,20151,Action Retrieval,11
Intendentes,4,90,12,7,10643,Auction/Bidding,9
INTERACTION: No more boredom!,9,60,8,6,16917,Memory,1
Intercept: The Electronic Search and Destroy Game,2,30,8,5,17715,Grid Movement,2
Intern,4,90,10,4,19581,Auction/Bidding,4
Internal Affairs,8,35,8,6,8865,Cooperative Game,2
International Cricket,2,120,12,8,8629,Dice Rolling,10
International Movie Maker,6,90,8,6,10631,Grid Movement,3
Interplay,2,20,8,6,10835,Pattern Building,2
Interpol,4,30,9,5,15797,Hand Management,3
InterSpace,4,360,11,7,10447,Communication Limits,6
Interstellar Mayhem,6,30,12,6,11624,Action Points,3
Interstellar Wars,2,180,12,4,18481,Action Points,7
InterUrban,5,60,12,5,15559,Tile Placement,1
Into the Bastards!: First tank battle,2,240,0,7,7950,Set Collection,2
Into the Black Forest,4,45,8,6,12557,Area Majority / Influence,8
Into the Black: Boarding Party,4,120,13,7,12236,Action Queue,3
Into The Echoside,4,60,13,7,8963,Deck Bag and Pool Building,4
Into the Forest,6,45,7,4,18691,Campaign / Battle Card Driven,9
Intrigue,5,45,14,6,2291,Dice Rolling,3
Intrigue City,5,60,12,6,8018,Area Majority / Influence,9
Introduction to Advanced Dungeons & Dragons,7,120,12,7,8642,Cooperative Game,6
Intruder,2,30,10,6,5899,Dice Rolling,5
Inuit: The Snow Folk,4,45,13,6,3539,Dice Rolling,3
InuYasha TCG,2,30,12,5,16774,Cooperative Game,6
Invaders,2,60,12,6,4330,Auction/Bidding,2
Invaders from Dimension X!,2,90,12,7,8241,Chit-Pull System,1
Invasion 1066: Stamford Bridge,2,120,10,7,11137,Campaign / Battle Card Driven,8
Invasion 1066: The Battle of Hastings,2,140,12,7,8087,Area Majority / Influence,5
Invasion from Outer Space: The Martian Game,6,120,12,7,2333,Abstract Games,1
Invasion of the Air-eaters,2,90,10,6,9391, Pattern Building,2
Invasion Pearl Harbor,2,120,12,6,13847,Area Majority / Influence,5
Invasion Sicily,2,360,12,7,8098,Hexagon Grid,2
Invasion: America - Death Throes of the Superpower,5,240,12,6,6690,Trick-taking,1
Invasion: Earth,2,120,12,6,12209,Action Points,8
Invasion: Norway,2,360,12,6,8253,Card Drafting,6
Invasions: Volume 1 - 350-650 AD,4,1200,13,6,13434, Hand Management,2
Invazions,4,45,14,6,13403,Cooperative Game,1
Invers,2,20,7,5,12370,Deck Bag and Pool Building,3
Inversé,2,10,6,5,14133,Card Drafting,5
Invisible,10,20,6,6,13915,Memory,4
Invisible Ink,6,30,10,5,14653,Children's Games,2
Inwigilacja,5,45,10,4,19248,Auction/Bidding,7
Inwigilacja Luksusowa,5,45,0,4,18777,Dice Rolling,4
INWO SubGenius,4,120,12,6,9693,Dice Rolling,3
Ion: A Compound Building Game,7,40,8,6,5245,Cooperative Game,4
Iquazú,4,50,10,6,3345,Abstract Games,1
IQube,4,30,0,5,16713,Memory,1
